image,kontext_images,prompt
/data/datasets/DROID/train_v6/final/41083_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/41083_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 541 y 761 to x 575 y 850 , place point x 509 y 689 . Pick up the K-cup on the table. Place the K-cup on the cylinder."
/data/datasets/DROID/train_v6/final/67395_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/67395_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 556 y 394 to x 578 y 433 , place point x 806 y 572 . Pick up the marker from the cup. Place the marker on the table."
/data/datasets/DROID/train_v6/final/67395_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/67395_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 769 y 544 to x 847 y 600 , place point x 609 y 411 . Pick up the marker from the table. Place the marker back in the cup."
/data/datasets/DROID/train_v6/final/26552_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/26552_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 488 y 683 to x 625 y 844 , place point x 409 y 939 . Pick up the clothes and towels from the box. Place the clothes and towels on the tabletop."
/data/datasets/DROID/train_v6/final/26552_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/26552_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 459 y 717 to x 772 y 994 , place point x 400 y 933 . Pick up the clothes and towels from the bowl. Place the clothes and towels on the tabletop."
/data/datasets/DROID/train_v6/final/27881_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/27881_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 203 y 933 to x 275 y 994 , place point x 406 y 878 . Pick up the large black measuring cup from the pot. Place the black measuring cup on the countertop."
/data/datasets/DROID/train_v6/final/27881_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/27881_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 428 y 700 to x 481 y 778 , place point x 419 y 861 . Pick up the small measuring cup from the countertop. Place the small measuring cup on the large measuring cup."
/data/datasets/DROID/train_v6/final/26544_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/26544_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 491 y 306 to x 622 y 489 , place point x 456 y 356 . Pick up the towel on the table. Place the towel on the black stand."
/data/datasets/DROID/train_v6/final/50728_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/50728_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 409 y 456 to x 431 y 489 , place point x 559 y 500 . Pick up the green block from the table. Place the green block in the black bowl."
/data/datasets/DROID/train_v6/final/50728_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/50728_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 469 y 422 to x 484 y 444 , place point x 547 y 500 . Pick up the green block from the table. Place the green block in the black bowl."
/data/datasets/DROID/train_v6/final/82177_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/82177_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 303 y 172 to x 375 y 228 , place point x 384 y 294 . Pick up the plate on the table. Place the plate on the table."
/data/datasets/DROID/train_v6/final/82177_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/82177_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 494 y 56 to x 575 y 250 , place point x 328 y 228 . Pick up the lid from the top of the bottle. Place the lid on the table."
/data/datasets/DROID/train_v6/final/49584_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/49584_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 459 y 322 to x 591 y 411 , place point x 478 y 183 . Pick up the towel from the table. Place the towel on the tripod."
/data/datasets/DROID/train_v6/final/49584_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/49584_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 438 y 100 to x 519 y 267 , place point x 462 y 400 . Pick up the towel from the tripod. Place the towel on the table."
/data/datasets/DROID/train_v6/final/78588_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/78588_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 488 y 467 to x 562 y 667 , place point x 703 y 528 . Pick up the coffee cup from the coffee machine. Place the coffee cup on the tabletop."
/data/datasets/DROID/train_v6/final/78588_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/78588_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 666 y 650 to x 706 y 733 , place point x 444 y 278 . Pick up the coffee pod from the tabletop. Place the coffee pod in the slot of the coffee machine."
/data/datasets/DROID/train_v6/final/66202_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/66202_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 575 y 256 to x 662 y 389 , place point x 431 y 661 . Pick up the orange towel on the table. Place the orange towel on the seat of the chair."
/data/datasets/DROID/train_v6/final/66202_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/66202_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 519 y 233 to x 609 y 372 , place point x 441 y 628 . Pick up the orange fabric on the table. Place the orange fabric on the seat of the chair."
/data/datasets/DROID/train_v6/final/10525_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/10525_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 481 y 606 to x 525 y 717 , place point x 419 y 656 . Pick up the yellow cup on the table. Place the yellow cup in the orange cup."
/data/datasets/DROID/train_v6/final/10525_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/10525_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 469 y 728 to x 531 y 889 , place point x 412 y 650 . Pick up the orange cup on the table. Place the orange cup in the orange cup."
/data/datasets/DROID/train_v6/final/47841_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/47841_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 562 y 511 to x 584 y 550 , place point x 688 y 767 . Pick up the pen from the light blue cup. Place the pen on the table."
/data/datasets/DROID/train_v6/final/47841_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/47841_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 631 y 733 to x 741 y 800 , place point x 591 y 528 . Pick up the pen from the table. Place the pen back in the light blue cup."
/data/datasets/DROID/train_v6/final/83729_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/83729_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 303 y 533 to x 359 y 706 , place point x 169 y 767 . Pick up the water bottle on the counter. Place the water bottle in the box."
/data/datasets/DROID/train_v6/final/83729_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/83729_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 256 y 567 to x 312 y 744 , place point x 109 y 911 . Pick up the second water bottle on the counter. Place the second water bottle in the box."
/data/datasets/DROID/train_v6/final/38712_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/38712_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 384 y 672 to x 453 y 833 , place point x 516 y 717 . Pick up the cup on the table. Place the cup into the cup."
/data/datasets/DROID/train_v6/final/38712_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/38712_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 488 y 683 to x 544 y 756 , place point x 531 y 811 . Pick up the stacked cups on the tabletop. Place the stacked cups into the cup."
/data/datasets/DROID/train_v6/final/63977_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/63977_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 534 y 522 to x 556 y 556 , place point x 553 y 406 . Pick up the green block on the table. Place the green block in the black bowl."
/data/datasets/DROID/train_v6/final/63977_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/63977_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 491 y 489 to x 516 y 533 , place point x 575 y 461 . Pick up the brown block on the table. Place the brown block in the black bowl."
/data/datasets/DROID/train_v6/final/85419_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/85419_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 662 y 683 to x 722 y 806 , place point x 716 y 706 . Pick up the cup on the table. Place the cup into the yellow cup."
/data/datasets/DROID/train_v6/final/85419_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/85419_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 694 y 661 to x 741 y 750 , place point x 719 y 589 . Pick up the stack of cups on the table. Place the stack of cups into the blue cup."
/data/datasets/DROID/train_v6/final/57328_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/57328_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 269 y 450 to x 344 y 628 , place point x 494 y 650 . Pick up the first empty bottle on the upper counter. Place the first empty bottle on the top of the lower counter."
/data/datasets/DROID/train_v6/final/57328_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/57328_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 247 y 467 to x 300 y 633 , place point x 431 y 728 . Pick up the second empty bottle on the upper counter. Place the second empty bottle on the top of the lower counter."
/data/datasets/DROID/train_v6/final/62933_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/62933_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 556 y 800 to x 584 y 839 , place point x 566 y 400 . Pick up the object in the box. Place the object in the plastic box."
/data/datasets/DROID/train_v6/final/62933_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/62933_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 594 y 789 to x 647 y 883 , place point x 522 y 417 . Pick up the black object in the box. Place the black object in the plastic box."
/data/datasets/DROID/train_v6/final/36405_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/36405_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 425 y 467 to x 444 y 500 , place point x 488 y 483 . Pick up the green cube on the blue table. Place the green cube in the black bowl."
/data/datasets/DROID/train_v6/final/36405_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/36405_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 478 y 456 to x 506 y 506 , place point x 556 y 511 . Pick up the orange cube on the blue table. Place the orange cube in the black bowl."
/data/datasets/DROID/train_v6/final/51357_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/51357_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 519 y 500 to x 622 y 600 , place point x 472 y 761 . Pick up the white clothes from the box. Place the white clothes on the table."
/data/datasets/DROID/train_v6/final/51357_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/51357_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 447 y 456 to x 562 y 550 , place point x 434 y 678 . Pick up the clothes from the box. Place the clothes on the table."
/data/datasets/DROID/train_v6/final/51873_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/51873_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 588 y 656 to x 669 y 750 , place point x 678 y 900 . Pick up the white plate on the table. Place the white plate on the towel."
/data/datasets/DROID/train_v6/final/51873_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/51873_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 553 y 878 to x 616 y 994 , place point x 672 y 900 . Pick up the green ball on the table. Place the green ball on the paper plate."
/data/datasets/DROID/train_v6/final/3159_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/3159_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 581 y 711 to x 688 y 844 , place point x 678 y 872 . Pick up the item on the table. Place the item on the sofa."
/data/datasets/DROID/train_v6/final/3159_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/3159_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 609 y 811 to x 756 y 933 , place point x 759 y 928 . Pick up the item on the sofa. Place the item on the sofa's armrest."
/data/datasets/DROID/train_v6/final/41035_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/41035_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 472 y 472 to x 491 y 494 , place point x 544 y 483 . Pick up the green block on the table. Place the green block in the black bowl."
/data/datasets/DROID/train_v6/final/41035_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/41035_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 531 y 467 to x 556 y 506 , place point x 603 y 556 . Pick up the small piece on the table. Place the small piece in the black bowl."
/data/datasets/DROID/train_v6/final/15123_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/15123_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 538 y 367 to x 556 y 406 , place point x 759 y 589 . Pick up the paper glue from the cup. Place the paper glue on the table."
/data/datasets/DROID/train_v6/final/15123_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/15123_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 738 y 544 to x 781 y 639 , place point x 528 y 378 . Pick up the paper glue from the table. Place the paper glue back in the cup."
/data/datasets/DROID/train_v6/final/49515_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/49515_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 253 y 644 to x 391 y 778 , place point x 625 y 833 . Pick up the t-shirt from the chair. Place the t-shirt on the box."
/data/datasets/DROID/train_v6/final/49515_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/49515_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 391 y 650 to x 459 y 772 , place point x 581 y 756 . Pick up the clothing from the chair back. Place the clothing on the box."
/data/datasets/DROID/train_v6/final/62282_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/62282_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 753 y 544 to x 809 y 633 , place point x 747 y 683 . Pick up the blue cup on the table. Place the blue cup into the cup beside it."
/data/datasets/DROID/train_v6/final/62282_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/62282_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 716 y 628 to x 781 y 739 , place point x 675 y 622 . Pick up the stack of cups on the table. Place the stack of cups into the yellow cup."
/data/datasets/DROID/train_v6/final/48292_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/48292_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 531 y 283 to x 569 y 428 , place point x 675 y 661 . Pick up the bottle of spices from the countertop. Place the bottle of spices on the countertop."
/data/datasets/DROID/train_v6/final/48292_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/48292_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 481 y 256 to x 569 y 383 , place point x 562 y 400 . Pick up the lid from the pot. Place the lid on the table."
/data/datasets/DROID/train_v6/final/8152_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/8152_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 406 y 656 to x 559 y 800 , place point x 300 y 939 . Pick up the clothes from the box. Place the clothes on the table."
/data/datasets/DROID/train_v6/final/8152_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/8152_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 491 y 644 to x 553 y 800 , place point x 344 y 944 . Pick up the clothes from the box. Place the clothes on the table."
/data/datasets/DROID/train_v6/final/54282_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/54282_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 466 y 489 to x 619 y 561 , place point x 644 y 711 . Pick up the spoon from the countertop. Place the spoon on the bottle."
/data/datasets/DROID/train_v6/final/54282_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/54282_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 634 y 428 to x 759 y 600 , place point x 556 y 561 . Pick up the pot from the stove. Place the pot on the front plate."
/data/datasets/DROID/train_v6/final/53737_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/53737_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 672 y 444 to x 766 y 533 , place point x 653 y 561 . Pick up the gray bowl on the table. Place the gray bowl on top of the black bowl."
/data/datasets/DROID/train_v6/final/53737_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/53737_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 559 y 456 to x 644 y 550 , place point x 656 y 544 . Pick up the bowl on the table. Place the bowl on top of the gray bowl."
/data/datasets/DROID/train_v6/final/77426_exterior_image_2_left_pair0.png,/data/datasets/DROID/train_v6/kontext/77426_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 409 y 722 to x 456 y 844 , place point x 706 y 900 . Pick up the brown box from the desktop. Place the brown box next to the original position."
/data/datasets/DROID/train_v6/final/77426_exterior_image_2_left_pair1.png,/data/datasets/DROID/train_v6/kontext/77426_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 481 y 667 to x 538 y 739 , place point x 512 y 883 . Pick up the hair tie from the bag. Place the hair tie on the desktop."
/data/datasets/DROID/train_v6/final/83908_exterior_image_1_left_pair0.png,/data/datasets/DROID/train_v6/kontext/83908_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 384 y 872 to x 512 y 994 , place point x 578 y 761 . Pick up the lid on the countertop. Place the lid on the bowl."
/data/datasets/DROID/train_v6/final/83908_exterior_image_1_left_pair1.png,/data/datasets/DROID/train_v6/kontext/83908_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. grasp box x 528 y 700 to x 628 y 828 , place point x 453 y 833 . Pick up the lid from the bowl. Place the lid on the countertop."
