image,kontext_images,prompt,loss_weight
/data1/dataset/DROID/train_v8/final/65787_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/65787_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the bag on the plate. Place the bag on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/65787_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/65787_exterior_image_2_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/65787_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the drink on the square plate. Place the drink on the plate.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/65787_exterior_image_2_left_pair1.png
/data1/dataset/DROID/train_v8/final/18306_exterior_image_1_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/18306_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the second cushion on the sofa. Place the second cushion in front of the first cushion, against the armrest.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/18306_exterior_image_1_left_pair1.png
/data1/dataset/DROID/train_v8/final/11233_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11233_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the plush toy on the table. Place the plush toy at the edge of the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11233_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/15413_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/15413_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the pink object in the pot. Place the pink object on the countertop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/15413_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/10763_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10763_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the countertop. Place the lid on the black pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10763_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/12063_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12063_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the tissue from the box. Place the tissue on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12063_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/13508_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/13508_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the seal tape on the blue table. Place the seal tape at the front of the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/13508_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/13571_exterior_image_1_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/13571_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the mauve cup on the desktop. Place the mauve cup on the gray tray.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/13571_exterior_image_1_left_pair1.png
/data1/dataset/DROID/train_v8/final/1551_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1551_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the cup from the sink. Place the cup on the backside of the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1551_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/17191_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/17191_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the object from the countertop. Place the object next to the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/17191_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/16683_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/16683_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the pair of socks on the table. Place the pair of socks in the bag.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/16683_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/12344_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12344_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker on the table. Place the marker inside the clear cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12344_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/41406_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/41406_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the pot from the bottom plate. Place the pot on the top plate of the stove.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/41406_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/15824_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/15824_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the bag on the table. Place the bag in the basket.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/15824_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/18788_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/18788_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the plate on the table. Place the plate at the edge of the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/18788_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11831_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11831_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid on the countertop. Place the lid on the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11831_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11193_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11193_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the black shirt from the chair. Place the black shirt on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11193_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/18677_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/18677_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the cup on top of the microwave. Place the cup on the counter.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/18677_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/25126_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/25126_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the cup in the microwave. Place the cup on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/25126_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11722_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11722_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the plate from the dishwasher. Place the plate on the counter.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11722_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11120_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11120_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the green object on the counter. Place the green object inside the cabinet.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11120_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/1160_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1160_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the pot. Place the lid on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1160_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/1275_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1275_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the pot. Place the lid on the countertop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1275_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/1281_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/1281_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Remove the glass lid from the black pot. Place the glass lid on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1281_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/48757_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/48757_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker from the cup. Place the marker on the tabletop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/48757_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/1184_exterior_image_1_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/1184_exterior_image_1_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Grab the plush toy from the table. Place the plush toy onto the clothes.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/1184_exterior_image_1_left_pair1.png
/data1/dataset/DROID/train_v8/final/32287_exterior_image_2_left_pair1.png,/data1/dataset/DROID/train_v8/kontext/32287_exterior_image_2_left_pair1.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the packaging bag on the table. Place the packaging bag in the purple plate.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/32287_exterior_image_2_left_pair1.png
/data1/dataset/DROID/train_v8/final/19860_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/19860_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the Rubik's cube from the table. Place the Rubik's cube on top of the green block.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/19860_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11015_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11015_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the purple plush toy on the table. Place the purple plush toy on the plate.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11015_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/12464_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12464_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the first pillow on the sofa. Place the first pillow on the sofa.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12464_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/12469_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/12469_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the object on the table. Place the object in the sink.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/12469_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/14336_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/14336_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the rice cooker. Place the lid in the sink.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/14336_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/16520_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/16520_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker from the table. Place the marker in the bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/16520_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/16387_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/16387_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the bag on the table. Place the bag into the drawer.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/16387_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11161_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11161_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the lid from the pot. Place the lid on the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11161_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/14189_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/14189_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the can from the countertop. Place the can in the drawer.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/14189_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11422_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11422_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the black bowl on the table. Place the black bowl on top of the bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11422_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/17889_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/17889_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the stuffed toy on the countertop. Place the purple plushy in the sink.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/17889_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/15064_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/15064_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the blue bottle on the table. Place the bottle on the top of the block.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/15064_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/10836_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10836_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the pear plush toy from the black box. Place the pear plush toy on the black tray.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10836_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/18464_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/18464_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the box on the table. Place the box in the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/18464_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11052_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11052_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker from the table. Place the marker in the pot.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11052_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/16980_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/16980_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker on the white table. Place the marker in the white bowl.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/16980_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/11799_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11799_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the stapler on the tabletop. Place the stapler on the tabletop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11799_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/11725_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/11725_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the red soda can in the sink. Place the red soda can on the countertop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/11725_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/33196_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/33196_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the book on the table. Place the book at the edge of the table.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/33196_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/10753_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/10753_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the marker on the table. Place the marker in the mug.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/10753_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/17280_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/17280_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the straw on the table. Place the straw in the cup.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/17280_exterior_image_2_left_pair0.png
/data1/dataset/DROID/train_v8/final/19791_exterior_image_1_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/19791_exterior_image_1_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Take the cup out of the sink. Place the cup on the countertop.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/19791_exterior_image_1_left_pair0.png
/data1/dataset/DROID/train_v8/final/17591_exterior_image_2_left_pair0.png,/data1/dataset/DROID/train_v8/kontext/17591_exterior_image_2_left_pair0.png,"Follow the markers in the image: the green box marks the object to grasp, the blue dot marks where to place it. Show the scene after the object has been moved to the marked location. Pick up the bottle from the table. Place the bottle in the box.",/data1/dataset/DROID/train_v8/lossmask_capinf_disc/17591_exterior_image_2_left_pair0.png
